Month,Month Label,Economy,Economy Label,Index (Average M2 2023 = 100),Index (Average M2 2023 = 100) Footnote,Index (Average M2 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2013M02,"Feb. 2013",262,"Djibouti",53.90207,,,4.4348,,,,,"No value reported or collected"
2013M02,"Feb. 2013",212,"Dominica",21.21579,,,6.219,,,,,"No value reported or collected"
2013M02,"Feb. 2013",214,"Dominican Republic",116.82886,,,0.1704,,,,,"No value reported or collected"
2013M02,"Feb. 2013",218,"Ecuador",87.96554,,,-3.8102,,,,,"No value reported or collected"
2013M02,"Feb. 2013",818,"Egypt",216.91907,,,3.5972,,,,,"No value reported or collected"
2013M02,"Feb. 2013",222,"El Salvador",26.76877,,,21.8946,,,,,"No value reported or collected"
2013M02,"Feb. 2013",226,"Equatorial Guinea",37.94311,,,19.9739,,,,,"No value reported or collected"
2013M02,"Feb. 2013",233,"Estonia",37.18802,,,17.2512,,,,,"No value reported or collected"
2013M02,"Feb. 2013",234,"Faroe Islands",14.44392,,,0.0021,,,,,"No value reported or collected"
2013M02,"Feb. 2013",242,"Fiji",49.1856,,,11.0157,,,,,"No value reported or collected"
2013M02,"Feb. 2013",246,"Finland",89.57706,,,5.9945,,,,,"No value reported or collected"
2013M02,"Feb. 2013",250,"France",285.7423,,,5.5276,,,,,"No value reported or collected"
2013M02,"Feb. 2013",254,"French Guiana",15.50509,,,0.4103,,,,,"No value reported or collected"
2013M02,"Feb. 2013",258,"French Polynesia",39.66652,,,2.0353,,,,,"No value reported or collected"
2013M02,"Feb. 2013",266,"Gabon",46.01809,,,15.9996,,,,,"No value reported or collected"
2013M02,"Feb. 2013",270,"Gambia",36.76757,,,67.7339,,,,,"No value reported or collected"
2013M02,"Feb. 2013",268,"Georgia",19.32483,,,-19.7781,,,,,"No value reported or collected"
2013M02,"Feb. 2013",276,"Germany",399.2981,,,-2.9256,,,,,"No value reported or collected"
2013M02,"Feb. 2013",288,"Ghana",81.77515,,,-0.8922,,,,,"No value reported or collected"
2013M02,"Feb. 2013",292,"Gibraltar",5.9857,,,-55.767,,,,,"No value reported or collected"
2013M02,"Feb. 2013",300,"Greece",127.66579,,,16.8175,,,,,"No value reported or collected"
2013M02,"Feb. 2013",304,"Greenland",4.46593,,,,,"No value reported or collected",,,"No value reported or collected"
2013M02,"Feb. 2013",308,"Grenada",30.75838,,,42.054,,,,,"No value reported or collected"
2013M02,"Feb. 2013",312,"Guadeloupe",38.15675,,,-5.4174,,,,,"No value reported or collected"
2013M02,"Feb. 2013",316,"Guam",25.77392,,,14.4342,,,,,"No value reported or collected"
2013M02,"Feb. 2013",320,"Guatemala",76.81934,,,0.2502,,,,,"No value reported or collected"
2013M02,"Feb. 2013",831,"Guernsey",8.16448,,,15.5533,,,,,"No value reported or collected"
2013M02,"Feb. 2013",324,"Guinea",36.01568,,,35.0281,,,,,"No value reported or collected"
2013M02,"Feb. 2013",624,"Guinea-Bissau",14.7635,,,1.0344,,,,,"No value reported or collected"
2013M02,"Feb. 2013",328,"Guyana",38.82594,,,1.3899,,,,,"No value reported or collected"
2013M02,"Feb. 2013",332,"Haiti",44.97999,,,33.2822,,,,,"No value reported or collected"
2013M02,"Feb. 2013",340,"Honduras",67.31466,,,10.2997,,,,,"No value reported or collected"
2013M02,"Feb. 2013",352,"Iceland",16.76369,,,8.1905,,,,,"No value reported or collected"
2013M02,"Feb. 2013",356,"India",235.87085,,,-5.6016,,,,,"No value reported or collected"
2013M02,"Feb. 2013",360,"Indonesia",228.29645,,,2.8881,,,,,"No value reported or collected"
2013M02,"Feb. 2013",364,"Iran (Islamic Republic of)",84.71867,,,-5.414,,,,,"No value reported or collected"
2013M02,"Feb. 2013",368,"Iraq",27.57695,,,51.7267,,,,,"No value reported or collected"
2013M02,"Feb. 2013",372,"Ireland",48.89347,,,-10.5248,,,,,"No value reported or collected"
2013M02,"Feb. 2013",376,"Israel",112.07619,,,15.137,,,,,"No value reported or collected"
2013M02,"Feb. 2013",380,"Italy",276.5208,,,-5.3094,,,,,"No value reported or collected"
2013M02,"Feb. 2013",388,"Jamaica",105.32822,,,13.3285,,,,,"No value reported or collected"
2013M02,"Feb. 2013",392,"Japan",437.87996,,,-0.9138,,,,,"No value reported or collected"
2013M02,"Feb. 2013",832,"Jersey",8.16448,,,15.5533,,,,,"No value reported or collected"
2013M02,"Feb. 2013",400,"Jordan",59.14,,,-8.2354,,,,,"No value reported or collected"
2013M02,"Feb. 2013",404,"Kenya",52.30095,,,-12.2205,,,,,"No value reported or collected"
2013M02,"Feb. 2013",296,"Kiribati",18.53304,,,58.0805,,,,,"No value reported or collected"
2013M02,"Feb. 2013",414,"Kuwait",43.58776,,,-1.0141,,,,,"No value reported or collected"
2013M02,"Feb. 2013",428,"Latvia",28.77694,,,-22.9535,,,,,"No value reported or collected"
2013M02,"Feb. 2013",422,"Lebanon",83.03028,,,2.8001,,,,,"No value reported or collected"
2013M02,"Feb. 2013",430,"Liberia",23.65183,,,63.3558,,,,,"No value reported or collected"
2013M02,"Feb. 2013",434,"Libya",57.01472,,,85.9064,,,,,"No value reported or collected"
2013M02,"Feb. 2013",440,"Lithuania",42.50274,,,-5.8993,,,,,"No value reported or collected"
2013M02,"Feb. 2013",450,"Madagascar",42.32947,,,24.9838,,,,,"No value reported or collected"
2013M02,"Feb. 2013",458,"Malaysia",471.91663,,,-3.2327,,,,,"No value reported or collected"
2013M02,"Feb. 2013",462,"Maldives",22.58273,,,72.4199,,,,,"No value reported or collected"
2013M02,"Feb. 2013",470,"Malta",115.39897,,,1.5613,,,,,"No value reported or collected"
2013M02,"Feb. 2013",584,"Marshall Islands",22.36589,,,49.0384,,,,,"No value reported or collected"
2013M02,"Feb. 2013",474,"Martinique",29.22902,,,-10.1725,,,,,"No value reported or collected"
2013M02,"Feb. 2013",478,"Mauritania",25.8162,,,6.9778,,,,,"No value reported or collected"
2013M02,"Feb. 2013",480,"Mauritius",70.79598,,,16.5032,,,,,"No value reported or collected"
2013M02,"Feb. 2013",175,"Mayotte",21.35078,,,-12.4206,,,,,"No value reported or collected"
2013M02,"Feb. 2013",484,"Mexico",161.0596,,,5.6136,,,,,"No value reported or collected"
2013M02,"Feb. 2013",583,"Micronesia (Federated States of)",6.50492,,,-22.768,,,,,"No value reported or collected"
2013M02,"Feb. 2013",499,"Montenegro",8.75398,,,-35.3534,,,,,"No value reported or collected"
2013M02,"Feb. 2013",504,"Morocco",180.0428,,,8.8077,,,,,"No value reported or collected"
2013M02,"Feb. 2013",508,"Mozambique",51.33524,,,-4.6226,,,,,"No value reported or collected"
2013M02,"Feb. 2013",104,"Myanmar",43.98501,,,48.9043,,,,,"No value reported or collected"
2013M02,"Feb. 2013",516,"Namibia",54.67733,,,22.6109,,,,,"No value reported or collected"
2013M02,"Feb. 2013",528,"Netherlands (Kingdom of the)",394.62378,,,-3.9763,,,,,"No value reported or collected"
2013M02,"Feb. 2013",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M02,"Feb. 2013",540,"New Caledonia",48.4813,,,3.5125,,,,,"No value reported or collected"
2013M02,"Feb. 2013",554,"New Zealand",88.91259,,,3.4904,,,,,"No value reported or collected"
2013M02,"Feb. 2013",558,"Nicaragua",25.91961,,,53.9339,,,,,"No value reported or collected"
2013M02,"Feb. 2013",566,"Nigeria",92.50308,,,-0.1346,,,,,"No value reported or collected"
2013M02,"Feb. 2013",570,"Niue",4.86862,,,13.8915,,,,,"No value reported or collected"
2013M02,"Feb. 2013",574,"Norfolk Island",7.8957,,,201.8933,,,,,"No value reported or collected"
2013M02,"Feb. 2013",580,"Northern Mariana Islands",14.33014,,,5.0425,,,,,"No value reported or collected"
2013M02,"Feb. 2013",578,"Norway",63.14407,,,-2.9673,,,,,"No value reported or collected"
2013M02,"Feb. 2013",512,"Oman",135.287,,,10.1436,,,,,"No value reported or collected"
2013M02,"Feb. 2013",586,"Pakistan",111.71793,,,5.361,,,,,"No value reported or collected"
2013M02,"Feb. 2013",585,"Palau",8.59371,,,0,,,,,"No value reported or collected"
2013M02,"Feb. 2013",591,"Panama",196.8227,,,5.1105,,,,,"No value reported or collected"
2013M02,"Feb. 2013",598,"Papua New Guinea",42.66297,,,29.9265,,,,,"No value reported or collected"
2013M02,"Feb. 2013",600,"Paraguay",4.45241,,,-10.6006,,,,,"No value reported or collected"
2013M02,"Feb. 2013",604,"Peru",106.88085,,,7.8924,,,,,"No value reported or collected"
2013M02,"Feb. 2013",608,"Philippines",145.21058,,,12.5422,,,,,"No value reported or collected"
2013M02,"Feb. 2013",616,"Poland",91.68388,,,7.1533,,,,,"No value reported or collected"
2013M02,"Feb. 2013",620,"Portugal",164.84469,,,11.0892,,,,,"No value reported or collected"
2013M02,"Feb. 2013",630,"Puerto Rico",51.37199,,,12.772,,,,,"No value reported or collected"
2013M02,"Feb. 2013",634,"Qatar",32.14663,,,-22.5684,,,,,"No value reported or collected"
2013M02,"Feb. 2013",410,"Republic of Korea",525.49233,,,4.9535,,,,,"No value reported or collected"
2013M02,"Feb. 2013",498,"Republic of Moldova",3.06205,,,-9.3915,,,,,"No value reported or collected"
2013M02,"Feb. 2013",638,"Reunion",43.22139,,,38.763,,,,,"No value reported or collected"
2013M02,"Feb. 2013",642,"Romania",63.53122,,,21.8004,,,,,"No value reported or collected"
2013M02,"Feb. 2013",643,"Russian Federation",231.33712,,,24.6802,,,,,"No value reported or collected"
2013M02,"Feb. 2013",659,"Saint Kitts and Nevis",17.42868,,,0,,,,,"No value reported or collected"
2013M02,"Feb. 2013",662,"Saint Lucia",32.73369,,,32.0653,,,,,"No value reported or collected"
2013M02,"Feb. 2013",670,"Saint Vincent and the Grenadines",33.04855,,,36.3382,,,,,"No value reported or collected"
2013M02,"Feb. 2013",882,"Samoa",25.08269,,,13.8982,,,,,"No value reported or collected"
2013M02,"Feb. 2013",678,"Sao Tome and Principe",17.5424,,,-1.2159,,,,,"No value reported or collected"
2013M02,"Feb. 2013",682,"Saudi Arabia",187.59313,,,-7.958,,,,,"No value reported or collected"
2013M02,"Feb. 2013",686,"Senegal",46.04548,,,-17.6474,,,,,"No value reported or collected"
2013M02,"Feb. 2013",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M02,"Feb. 2013",690,"Seychelles",27.34449,,,5.6853,,,,,"No value reported or collected"
2013M02,"Feb. 2013",694,"Sierra Leone",23.65521,,,36.9563,,,,,"No value reported or collected"
2013M02,"Feb. 2013",702,"Singapore",549.7854,,,-1.2774,,,,,"No value reported or collected"
2013M02,"Feb. 2013",534,"Sint Maarten (Dutch part)",37.13128,,,0.0063,,,,,"No value reported or collected"
2013M02,"Feb. 2013",705,"Slovenia",60.04239,,,12.6037,,,,,"No value reported or collected"
2013M02,"Feb. 2013",090,"Solomon Islands",31.66083,,,6.7827,,,,,"No value reported or collected"
2013M02,"Feb. 2013",706,"Somalia",9.23259,,,,,"No value reported or collected",,,"No value reported or collected"
2013M02,"Feb. 2013",710,"South Africa",137.36065,,,-0.7661,,,,,"No value reported or collected"
2013M02,"Feb. 2013",724,"Spain",350.73841,,,-5.2053,,,,,"No value reported or collected"
2013M02,"Feb. 2013",144,"Sri Lanka",176.93205,,,4.0093,,,,,"No value reported or collected"
2013M02,"Feb. 2013",729,"Sudan",30.5291,,,14.1326,,,,,"No value reported or collected"
2013M02,"Feb. 2013",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M02,"Feb. 2013",740,"Suriname",38.76415,,,22.6863,,,,,"No value reported or collected"
2013M02,"Feb. 2013",752,"Sweden",117.85054,,,-1.1787,,,,,"No value reported or collected"
2013M02,"Feb. 2013",760,"Syrian Arab Republic",47.39118,,,-12.9604,,,,,"No value reported or collected"
2013M02,"Feb. 2013",764,"Thailand",200.7521,,,1.6852,,,,,"No value reported or collected"
2013M02,"Feb. 2013",626,"Timor-Leste",16.93666,,,117.5389,,,,,"No value reported or collected"
2013M02,"Feb. 2013",768,"Togo",53.43053,,,13.4263,,,,,"No value reported or collected"
2013M02,"Feb. 2013",776,"Tonga",24.45454,,,24.6195,,,,,"No value reported or collected"
2013M02,"Feb. 2013",780,"Trinidad and Tobago",74.3941,,,-11.3796,,,,,"No value reported or collected"
2013M02,"Feb. 2013",788,"Tunisia",42.45272,,,-20.0116,,,,,"No value reported or collected"
2013M02,"Feb. 2013",792,"Turkiye",217.06517,,,11.3836,,,,,"No value reported or collected"
2013M02,"Feb. 2013",798,"Tuvalu",10.74888,,,,,"No value reported or collected",,,"No value reported or collected"
2013M02,"Feb. 2013",804,"Ukraine",68.65132,,,9.506,,,,,"No value reported or collected"
2013M02,"Feb. 2013",784,"United Arab Emirates",295.55439,,,2.3377,,,,,"No value reported or collected"
2013M02,"Feb. 2013",826,"United Kingdom",378.6277,,,-6.2041,,,,,"No value reported or collected"
2013M02,"Feb. 2013",834,"United Republic of Tanzania",51.39908,,,-5.586,,,,,"No value reported or collected"
2013M02,"Feb. 2013",840,"United States",476.35089,,,2.7137,,,,,"No value reported or collected"
2013M02,"Feb. 2013",850,"United States Virgin Islands",23.13619,,,12.4768,,,,,"No value reported or collected"
2013M02,"Feb. 2013",858,"Uruguay",92.12364,,,4.1182,,,,,"No value reported or collected"
2013M02,"Feb. 2013",548,"Vanuatu",23.5485,,,-3.0153,,,,,"No value reported or collected"
2013M02,"Feb. 2013",862,"Venezuela (Bolivarian Rep. of)",97.72418,,,1.4213,,,,,"No value reported or collected"
2013M02,"Feb. 2013",704,"Viet Nam",218.92219,,,-1.5976,,,,,"No value reported or collected"
2013M02,"Feb. 2013",876,"Wallis and Futuna Islands",10.74888,,,,,"No value reported or collected",,,"No value reported or collected"
2013M02,"Feb. 2013",887,"Yemen",41.01381,,,19.8596,,,,,"No value reported or collected"
2013M05,"May  2013",008,"Albania",16.05144,,,-2.9415,,,,,"No value reported or collected"
2013M05,"May  2013",012,"Algeria",56.44776,,,4.0332,,,,,"No value reported or collected"
2013M05,"May  2013",016,"American Samoa",19.42463,,,-3.37,,,,,"No value reported or collected"
2013M05,"May  2013",024,"Angola",79.67133,,,10.203,,,,,"No value reported or collected"
2013M05,"May  2013",660,"Anguilla",10.3151,,,0,,,,,"No value reported or collected"
2013M05,"May  2013",028,"Antigua and Barbuda",23.94877,,,4.1704,,,,,"No value reported or collected"
2013M05,"May  2013",032,"Argentina",117.99514,,,14.1293,,,,,"No value reported or collected"
2013M05,"May  2013",533,"Aruba",30.83586,,,-6.7667,,,,,"No value reported or collected"
2013M05,"May  2013",036,"Australia",146.55126,,,0.4832,,,,,"No value reported or collected"
2013M05,"May  2013",044,"Bahamas",69.10806,,,8.4932,,,,,"No value reported or collected"
2013M05,"May  2013",048,"Bahrain",56.08373,,,21.6675,,,,,"No value reported or collected"
2013M05,"May  2013",050,"Bangladesh",36.58777,,,-7.2185,,,,,"No value reported or collected"
2013M05,"May  2013",052,"Barbados",31.16868,,,-4.102,,,,,"No value reported or collected"
2013M05,"May  2013",056,"Belgium",380.28919,,,-6.2601,,,,,"No value reported or collected"
2013M05,"May  2013",084,"Belize",25.40914,,,8.634,,,,,"No value reported or collected"
2013M05,"May  2013",204,"Benin",55.63456,,,-10.9543,,,,,"No value reported or collected"
2013M05,"May  2013",060,"Bermuda",7.78925,,,0,,,,,"No value reported or collected"
2013M05,"May  2013",535,"Bonaire, Sint Eustatius and Saba",14.34621,,,2.3907,,,,,"No value reported or collected"
2013M05,"May  2013",076,"Brazil",137.42465,,,-3.5624,,,,,"No value reported or collected"
2013M05,"May  2013",092,"British Virgin Islands",11.72357,,,0,,,,,"No value reported or collected"
2013M05,"May  2013",096,"Brunei Darussalam",23.92121,,,-4.0429,,,,,"No value reported or collected"
2013M05,"May  2013",100,"Bulgaria",23.25602,,,-9.4658,,,,,"No value reported or collected"
2013M05,"May  2013",132,"Cabo Verde",12.00626,,,-35.889,,,,,"No value reported or collected"
2013M05,"May  2013",116,"Cambodia",21.98665,,,60.8151,,,,,"No value reported or collected"
2013M05,"May  2013",120,"Cameroon",70.45741,,,6.8864,,,,,"No value reported or collected"
2013M05,"May  2013",124,"Canada",147.76832,,,7.0568,,,,,"No value reported or collected"
2013M05,"May  2013",136,"Cayman Islands",9.43552,,,0,,,,,"No value reported or collected"
2013M05,"May  2013",152,"Chile",96.38299,,,1.4014,,,,,"No value reported or collected"
2013M05,"May  2013",156,"China",888.03058,,,0.2419,,,,,"No value reported or collected"
2013M05,"May  2013",344,"China, Hong Kong SAR",533.27488,,,2.3477,,,,,"No value reported or collected"
2013M05,"May  2013",158,"China, Taiwan Province of",325.85537,,,1.0441,,,,,"No value reported or collected"
2013M05,"May  2013",170,"Colombia",161.69367,,,3.6896,,,,,"No value reported or collected"
2013M05,"May  2013",174,"Comoros",18.24887,,,-12.5601,,,,,"No value reported or collected"
2013M05,"May  2013",178,"Congo",64.35184,,,8.6676,,,,,"No value reported or collected"
2013M05,"May  2013",184,"Cook Islands",8.87839,,,31.3999,,,,,"No value reported or collected"
2013M05,"May  2013",188,"Costa Rica",93.9389,,,-1.3667,,,,,"No value reported or collected"
2013M05,"May  2013",384,"Cote d'Ivoire",89.1128,,,18.7475,,,,,"No value reported or collected"
2013M05,"May  2013",191,"Croatia",45.5071,,,-13.4593,,,,,"No value reported or collected"
2013M05,"May  2013",192,"Cuba",31.91943,,,-6.4937,,,,,"No value reported or collected"
2013M05,"May  2013",531,"Curacao",35.43833,,,0.2562,,,,,"No value reported or collected"
2013M05,"May  2013",196,"Cyprus",61.00373,,,-10.854,,,,,"No value reported or collected"
2013M05,"May  2013",180,"Dem. Rep. of the Congo",34.27236,,,1.1638,,,,,"No value reported or collected"
2013M05,"May  2013",208,"Denmark",99.87592,,,11.0054,,,,,"No value reported or collected"
2013M05,"May  2013",262,"Djibouti",56.65439,,,12.1771,,,,,"No value reported or collected"
2013M05,"May  2013",212,"Dominica",19.00927,,,-4.8281,,,,,"No value reported or collected"
2013M05,"May  2013",214,"Dominican Republic",115.20203,,,1.1521,,,,,"No value reported or collected"
2013M05,"May  2013",218,"Ecuador",89.99563,,,6.3737,,,,,"No value reported or collected"
2013M05,"May  2013",818,"Egypt",223.70134,,,12.4783,,,,,"No value reported or collected"
2013M05,"May  2013",222,"El Salvador",26.73605,,,10.6095,,,,,"No value reported or collected"
2013M05,"May  2013",226,"Equatorial Guinea",32.03777,,,0.8958,,,,,"No value reported or collected"
2013M05,"May  2013",233,"Estonia",37.148,,,3.3942,,,,,"No value reported or collected"
2013M05,"May  2013",234,"Faroe Islands",12.67888,,,-12.1819,,,,,"No value reported or collected"
2013M05,"May  2013",242,"Fiji",50.52717,,,25.6042,,,,,"No value reported or collected"
2013M05,"May  2013",246,"Finland",91.93941,,,0.0879,,,,,"No value reported or collected"
2013M05,"May  2013",250,"France",288.17828,,,8.4955,,,,,"No value reported or collected"
2013M05,"May  2013",254,"French Guiana",15.50509,,,0.4103,,,,,"No value reported or collected"
2013M05,"May  2013",258,"French Polynesia",33.15404,,,-10.5832,,,,,"No value reported or collected"
2013M05,"May  2013",266,"Gabon",48.07822,,,1.1709,,,,,"No value reported or collected"
2013M05,"May  2013",270,"Gambia",31.40516,,,0.3866,,,,,"No value reported or collected"
2013M05,"May  2013",268,"Georgia",19.06653,,,-23.5411,,,,,"No value reported or collected"
2013M05,"May  2013",276,"Germany",408.68647,,,-1.2107,,,,,"No value reported or collected"
2013M05,"May  2013",288,"Ghana",84.151,,,8.7759,,,,,"No value reported or collected"
2013M05,"May  2013",292,"Gibraltar",5.9857,,,-51.4902,,,,,"No value reported or collected"
2013M05,"May  2013",300,"Greece",129.19815,,,10.3176,,,,,"No value reported or collected"
2013M05,"May  2013",304,"Greenland",4.46593,,,,,"No value reported or collected",,,"No value reported or collected"
2013M05,"May  2013",308,"Grenada",31.83529,,,4.9465,,,,,"No value reported or collected"
2013M05,"May  2013",312,"Guadeloupe",37.69142,,,-4.1602,,,,,"No value reported or collected"
2013M05,"May  2013",316,"Guam",25.2181,,,11.9664,,,,,"No value reported or collected"
2013M05,"May  2013",320,"Guatemala",84.2877,,,15.2824,,,,,"No value reported or collected"
2013M05,"May  2013",831,"Guernsey",5.48861,,,-22.3187,,,,,"No value reported or collected"
2013M05,"May  2013",324,"Guinea",35.01813,,,-0.6505,,,,,"No value reported or collected"
2013M05,"May  2013",624,"Guinea-Bissau",10.20637,,,-27.9246,,,,,"No value reported or collected"
2013M05,"May  2013",328,"Guyana",38.80557,,,2.7957,,,,,"No value reported or collected"
2013M05,"May  2013",332,"Haiti",41.4284,,,8.2027,,,,,"No value reported or collected"
2013M05,"May  2013",340,"Honduras",67.55911,,,9.0534,,,,,"No value reported or collected"
2013M05,"May  2013",352,"Iceland",16.71907,,,4.8245,,,,,"No value reported or collected"
2013M05,"May  2013",356,"India",232.49331,,,-0.6189,,,,,"No value reported or collected"
2013M05,"May  2013",360,"Indonesia",231.70036,,,6.4026,,,,,"No value reported or collected"
2013M05,"May  2013",364,"Iran (Islamic Republic of)",80.50527,,,-5.0443,,,,,"No value reported or collected"
2013M05,"May  2013",368,"Iraq",24.96449,,,21.3504,,,,,"No value reported or collected"
2013M05,"May  2013",372,"Ireland",51.65187,,,-9.0881,,,,,"No value reported or collected"
2013M05,"May  2013",376,"Israel",115.08109,,,16.5347,,,,,"No value reported or collected"
2013M05,"May  2013",380,"Italy",282.07138,,,-2.6324,,,,,"No value reported or collected"
2013M05,"May  2013",388,"Jamaica",100.40526,,,2.8033,,,,,"No value reported or collected"
2013M05,"May  2013",392,"Japan",431.60491,,,-0.6367,,,,,"No value reported or collected"
2013M05,"May  2013",832,"Jersey",5.48861,,,-22.3187,,,,,"No value reported or collected"
2013M05,"May  2013",400,"Jordan",59.35767,,,-6.1968,,,,,"No value reported or collected"
2013M05,"May  2013",404,"Kenya",57.84167,,,-7.229,,,,,"No value reported or collected"
2013M05,"May  2013",296,"Kiribati",18.53304,,,58.0805,,,,,"No value reported or collected"
2013M05,"May  2013",414,"Kuwait",41.25328,,,1.9059,,,,,"No value reported or collected"
2013M05,"May  2013",428,"Latvia",30.05118,,,-17.6161,,,,,"No value reported or collected"
2013M05,"May  2013",422,"Lebanon",87.30129,,,4.3257,,,,,"No value reported or collected"
2013M05,"May  2013",430,"Liberia",24.61305,,,0.2754,,,,,"No value reported or collected"
2013M05,"May  2013",434,"Libya",59.1805,,,82.2638,,,,,"No value reported or collected"
2013M05,"May  2013",440,"Lithuania",40.47349,,,-10.4869,,,,,"No value reported or collected"
2013M05,"May  2013",450,"Madagascar",43.94419,,,1.606,,,,,"No value reported or collected"
2013M05,"May  2013",458,"Malaysia",477.73083,,,-0.1143,,,,,"No value reported or collected"
2013M05,"May  2013",462,"Maldives",20.67097,,,57.8236,,,,,"No value reported or collected"
2013M05,"May  2013",470,"Malta",113.08473,,,4.9257,,,,,"No value reported or collected"
2013M05,"May  2013",584,"Marshall Islands",22.36589,,,49.0384,,,,,"No value reported or collected"
2013M05,"May  2013",474,"Martinique",29.91177,,,-5.1152,,,,,"No value reported or collected"
2013M05,"May  2013",478,"Mauritania",22.52564,,,-7.1923,,,,,"No value reported or collected"
2013M05,"May  2013",480,"Mauritius",70.7396,,,5.6944,,,,,"No value reported or collected"
2013M05,"May  2013",175,"Mayotte",21.53382,,,-11.7558,,,,,"No value reported or collected"
2013M05,"May  2013",484,"Mexico",164.75201,,,11.7441,,,,,"No value reported or collected"
2013M05,"May  2013",583,"Micronesia (Federated States of)",6.50492,,,-22.768,,,,,"No value reported or collected"
2013M05,"May  2013",499,"Montenegro",9.2438,,,-30.0576,,,,,"No value reported or collected"
2013M05,"May  2013",504,"Morocco",181.04505,,,8.4159,,,,,"No value reported or collected"
2013M05,"May  2013",508,"Mozambique",55.79287,,,1.4897,,,,,"No value reported or collected"
2013M05,"May  2013",104,"Myanmar",39.42493,,,14.9906,,,,,"No value reported or collected"
2013M05,"May  2013",516,"Namibia",49.95558,,,7.0982,,,,,"No value reported or collected"
2013M05,"May  2013",528,"Netherlands (Kingdom of the)",387.23337,,,-5.2868,,,,,"No value reported or collected"
2013M05,"May  2013",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M05,"May  2013",540,"New Caledonia",48.61339,,,7.8144,,,,,"No value reported or collected"
2013M05,"May  2013",554,"New Zealand",86.89765,,,2.0026,,,,,"No value reported or collected"
2013M05,"May  2013",558,"Nicaragua",25.88689,,,40.9066,,,,,"No value reported or collected"
2013M05,"May  2013",566,"Nigeria",91.24372,,,3.1802,,,,,"No value reported or collected"
2013M05,"May  2013",570,"Niue",4.19118,,,-1.956,,,,,"No value reported or collected"
2013M05,"May  2013",574,"Norfolk Island",7.8957,,,201.8933,,,,,"No value reported or collected"
2013M05,"May  2013",580,"Northern Mariana Islands",14.81287,,,8.581,,,,,"No value reported or collected"
2013M05,"May  2013",578,"Norway",58.05602,,,-9.9869,,,,,"No value reported or collected"
2013M05,"May  2013",512,"Oman",136.01804,,,7.5363,,,,,"No value reported or collected"
2013M05,"May  2013",586,"Pakistan",115.39974,,,11.1905,,,,,"No value reported or collected"
2013M05,"May  2013",585,"Palau",9.07644,,,5.6172,,,,,"No value reported or collected"
2013M05,"May  2013",591,"Panama",198.47896,,,3.9107,,,,,"No value reported or collected"
2013M05,"May  2013",598,"Papua New Guinea",42.82633,,,13.3331,,,,,"No value reported or collected"
2013M05,"May  2013",600,"Paraguay",4.45,,,-10.649,,,,,"No value reported or collected"
2013M05,"May  2013",604,"Peru",111.99259,,,13.6449,,,,,"No value reported or collected"
2013M05,"May  2013",608,"Philippines",146.49975,,,15.9462,,,,,"No value reported or collected"
2013M05,"May  2013",616,"Poland",93.38204,,,9.3978,,,,,"No value reported or collected"
2013M05,"May  2013",620,"Portugal",161.62094,,,6.0997,,,,,"No value reported or collected"
2013M05,"May  2013",630,"Puerto Rico",46.6289,,,2.4342,,,,,"No value reported or collected"
2013M05,"May  2013",634,"Qatar",29.86884,,,-24.2113,,,,,"No value reported or collected"
2013M05,"May  2013",410,"Republic of Korea",520.24833,,,2.7926,,,,,"No value reported or collected"
2013M05,"May  2013",498,"Republic of Moldova",3.4975,,,3.4939,,,,,"No value reported or collected"
2013M05,"May  2013",638,"Reunion",41.98744,,,-2.95,,,,,"No value reported or collected"
2013M05,"May  2013",642,"Romania",65.55066,,,32.2728,,,,,"No value reported or collected"
2013M05,"May  2013",643,"Russian Federation",225.08807,,,3.0393,,,,,"No value reported or collected"
2013M05,"May  2013",659,"Saint Kitts and Nevis",14.54472,,,-16.5472,,,,,"No value reported or collected"
2013M05,"May  2013",662,"Saint Lucia",33.8106,,,4.0283,,,,,"No value reported or collected"
2013M05,"May  2013",670,"Saint Vincent and the Grenadines",31.71419,,,-2.8154,,,,,"No value reported or collected"
2013M05,"May  2013",882,"Samoa",25.08269,,,2.7758,,,,,"No value reported or collected"
2013M05,"May  2013",678,"Sao Tome and Principe",18.22373,,,2.6208,,,,,"No value reported or collected"
2013M05,"May  2013",682,"Saudi Arabia",190.21817,,,-0.802,,,,,"No value reported or collected"
2013M05,"May  2013",686,"Senegal",50.76665,,,-2.161,,,,,"No value reported or collected"
2013M05,"May  2013",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M05,"May  2013",690,"Seychelles",27.33825,,,-1.9653,,,,,"No value reported or collected"
2013M05,"May  2013",694,"Sierra Leone",23.82518,,,32.746,,,,,"No value reported or collected"
2013M05,"May  2013",702,"Singapore",557.29668,,,0.1134,,,,,"No value reported or collected"
