shipment_id,type,date,product_category,origin,O_Country,destination,D_Country,value,freight_cost,customs_clearance_time_days,delivery_status
SHP-2024-0233,Export,2024-08-22,Textiles,Mumbai, India,Lagos, Nigeria,82000,4100,4.1,On-Time
SHP-2024-0234,Import,2024-08-23,Industrial Equipment,Yokohama, Japan,Mumbai, India,370000,18500,5.5,Delayed
SHP-2024-0235,Export,2024-08-24,Electronics,Mumbai, India,Mexico City, Mexico,145000,7250,4.6,On-Time
SHP-2024-0236,Import,2024-08-25,Consumer Goods,Manila, Philippines,Mumbai, India,57000,2850,3.5,On-Time
SHP-2024-0237,Export,2024-08-26,Textiles,Mumbai, India,Cairo, Egypt,67000,3350,3.0,On-Time
SHP-2024-0238,Import,2024-08-27,Electronics,Helsinki, Finland,Mumbai, India,195000,9750,4.4,On-Time
SHP-2024-0239,Export,2024-08-28,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,87000,4350,5.0,On-Time
SHP-2024-0240,Import,2024-08-29,Industrial Equipment,Busan, South Korea,Mumbai, India,320000,16000,5.3,Delayed
SHP-2024-0241,Export,2024-08-30,Electronics,Mumbai, India,New York, USA,110000,5500,2.9,On-Time
SHP-2024-0242,Import,2024-08-31,Textiles,Shanghai, China,Mumbai, India,160000,8000,4.3,On-Time
SHP-2024-0243,Export,2024-09-01,Consumer Goods,Mumbai, India,London, UK,62000,3100,2.6,On-Time
SHP-2024-0244,Import,2024-09-02,Industrial Equipment,Hamburg, Germany,Mumbai, India,300000,15000,5.0,On-Time
SHP-2024-0245,Export,2024-09-03,Electronics,Mumbai, India,Tokyo, Japan,128000,6400,3.3,On-Time
SHP-2024-0246,Import,2024-09-04,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,79000,3950,2.8,On-Time
SHP-2024-0247,Export,2024-09-05,Textiles,Mumbai, India,Dubai, UAE,100000,5000,2.3,Delayed
SHP-2024-0248,Import,2024-09-06,Electronics,Seoul, South Korea,Mumbai, India,225000,11250,4.6,On-Time
SHP-2024-0249,Export,2024-09-07,Industrial Equipment,Mumbai, India,Singapore,90000,4500,3.0,On-Time
SHP-2024-0250,Import,2024-09-08,Textiles,Dhaka, Bangladesh,Mumbai, India,115000,5750,3.5,On-Time
SHP-2024-0251,Export,2024-09-09,Consumer Goods,Mumbai, India,Sydney, Australia,80000,4000,3.9,On-Time
SHP-2024-0252,Import,2024-09-10,Electronics,Taipei, Taiwan,Mumbai, India,255000,12750,4.8,On-Time
SHP-2024-0253,Export,2024-09-11,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,175000,8750,4.1,Delayed
SHP-2024-0254,Import,2024-09-12,Consumer Goods,Bangkok, Thailand,Mumbai, India,92000,4600,3.2,On-Time
SHP-2024-0255,Export,2024-09-13,Textiles,Mumbai, India,New York, USA,150000,7500,3.7,On-Time
SHP-2024-0256,Import,2024-09-14,Industrial Equipment,Genoa, Italy,Mumbai, India,235000,11750,5.3,On-Time
SHP-2024-0257,Export,2024-09-15,Electronics,Mumbai, India,Los Angeles, USA,195000,9750,3.8,On-Time
SHP-2024-0258,Import,2024-09-16,Textiles,Istanbul, Turkey,Mumbai, India,105000,5250,4.0,On-Time
SHP-2024-0259,Export,2024-09-17,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,58000,2900,2.7,Delayed
SHP-2024-0260,Import,2024-09-18,Electronics,San Francisco, USA,Mumbai, India,265000,13250,4.9,On-Time
SHP-2024-0261,Export,2024-09-19,Industrial Equipment,Mumbai, India,Durban, South Africa,122000,6100,4.4,On-Time
SHP-2024-0262,Import,2024-09-20,Consumer Goods,Jakarta, Indonesia,Mumbai, India,67000,3350,3.4,On-Time
SHP-2024-0263,Export,2024-09-21,Textiles,Mumbai, India,Lagos, Nigeria,85000,4250,4.2,On-Time
SHP-2024-0264,Import,2024-09-22,Industrial Equipment,Yokohama, Japan,Mumbai, India,380000,19000,5.6,On-Time
SHP-2024-0265,Export,2024-09-23,Electronics,Mumbai, India,Mexico City, Mexico,148000,7400,4.7,Delayed
SHP-2024-0266,Import,2024-09-24,Consumer Goods,Manila, Philippines,Mumbai, India,59000,2950,3.6,On-Time
SHP-2024-0267,Export,2024-09-25,Textiles,Mumbai, India,Cairo, Egypt,69000,3450,3.1,On-Time
SHP-2024-0268,Import,2024-09-26,Electronics,Helsinki, Finland,Mumbai, India,200000,10000,4.5,On-Time
SHP-2024-0269,Export,2024-09-27,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,90000,4500,5.1,On-Time
SHP-2024-0270,Import,2024-09-28,Industrial Equipment,Busan, South Korea,Mumbai, India,325000,16250,5.4,On-Time
SHP-2024-0271,Export,2024-09-29,Electronics,Mumbai, India,New York, USA,113000,5650,3.0,Delayed
SHP-2024-0272,Import,2024-09-30,Textiles,Shanghai, China,Mumbai, India,165000,8250,4.4,On-Time
SHP-2024-0273,Export,2024-10-01,Consumer Goods,Mumbai, India,London, UK,64000,3200,2.7,On-Time
SHP-2024-0274,Import,2024-10-02,Industrial Equipment,Hamburg, Germany,Mumbai, India,305000,15250,5.1,On-Time
SHP-2024-0275,Export,2024-10-03,Electronics,Mumbai, India,Tokyo, Japan,132000,6600,3.4,On-Time
SHP-2024-0276,Import,2024-10-04,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,81000,4050,2.9,On-Time
SHP-2024-0277,Export,2024-10-05,Textiles,Mumbai, India,Dubai, UAE,103000,5150,2.4,On-Time
SHP-2024-0278,Import,2024-10-06,Electronics,Seoul, South Korea,Mumbai, India,230000,11500,4.7,Delayed
SHP-2024-0279,Export,2024-10-07,Industrial Equipment,Mumbai, India,Singapore,93000,4650,3.1,On-Time
SHP-2024-0280,Import,2024-10-08,Textiles,Dhaka, Bangladesh,Mumbai, India,118000,5900,3.6,On-Time
SHP-2024-0281,Export,2024-10-09,Consumer Goods,Mumbai, India,Sydney, Australia,83000,4150,4.0,On-Time
SHP-2024-0282,Import,2024-10-10,Electronics,Taipei, Taiwan,Mumbai, India,260000,13000,4.9,On-Time
SHP-2024-0283,Export,2024-10-11,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,180000,9000,4.2,On-Time
SHP-2024-0284,Import,2024-10-12,Consumer Goods,Bangkok, Thailand,Mumbai, India,95000,4750,3.3,Delayed
SHP-2024-0285,Export,2024-10-13,Textiles,Mumbai, India,New York, USA,155000,7750,3.8,On-Time
SHP-2024-0286,Import,2024-10-14,Industrial Equipment,Genoa, Italy,Mumbai, India,240000,12000,5.4,On-Time
SHP-2024-0287,Export,2024-10-15,Electronics,Mumbai, India,Los Angeles, USA,200000,10000,3.9,On-Time
SHP-2024-0288,Import,2024-10-16,Textiles,Istanbul, Turkey,Mumbai, India,108000,5400,4.1,On-Time
SHP-2024-0289,Export,2024-10-17,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,60000,3000,2.8,On-Time
SHP-2024-0290,Import,2024-10-18,Electronics,San Francisco, USA,Mumbai, India,270000,13500,5.0,Delayed
SHP-2024-0291,Export,2024-10-19,Industrial Equipment,Mumbai, India,Durban, South Africa,125000,6250,4.5,On-Time
SHP-2024-0292,Import,2024-10-20,Consumer Goods,Jakarta, Indonesia,Mumbai, India,69000,3450,3.5,On-Time
SHP-2024-0293,Export,2024-10-21,Textiles,Mumbai, India,Lagos, Nigeria,88000,4400,4.3,On-Time
SHP-2024-0294,Import,2024-10-22,Industrial Equipment,Yokohama, Japan,Mumbai, India,390000,19500,5.7,On-Time
SHP-2024-0295,Export,2024-10-23,Electronics,Mumbai, India,Mexico City, Mexico,152000,7600,4.8,On-Time
SHP-2024-0296,Import,2024-10-24,Consumer Goods,Manila, Philippines,Mumbai, India,61000,3050,3.7,Delayed
SHP-2024-0297,Export,2024-10-25,Textiles,Mumbai, India,Cairo, Egypt,71000,3550,3.2,On-Time
SHP-2024-0298,Import,2024-10-26,Electronics,Helsinki, Finland,Mumbai, India,205000,10250,4.6,On-Time
SHP-2024-0299,Export,2024-10-27,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,93000,4650,5.2,On-Time
SHP-2024-0300,Import,2024-10-28,Industrial Equipment,Busan, South Korea,Mumbai, India,330000,16500,5.5,On-Time
SHP-2024-0301,Export,2024-10-29,Electronics,Mumbai, India,New York, USA,116000,5800,3.1,On-Time
SHP-2024-0302,Import,2024-10-30,Textiles,Shanghai, China,Mumbai, India,170000,8500,4.5,Delayed
SHP-2024-0303,Export,2024-10-31,Consumer Goods,Mumbai, India,London, UK,66000,3300,2.8,On-Time
SHP-2024-0304,Import,2024-11-01,Industrial Equipment,Hamburg, Germany,Mumbai, India,310000,15500,5.2,On-Time
SHP-2024-0305,Export,2024-11-02,Electronics,Mumbai, India,Tokyo, Japan,135000,6750,3.5,On-Time
SHP-2024-0306,Import,2024-11-03,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,83000,4150,3.0,On-Time
SHP-2024-0307,Export,2024-11-04,Textiles,Mumbai, India,Dubai, UAE,106000,5300,2.5,On-Time
SHP-2024-0308,Import,2024-11-05,Electronics,Seoul, South Korea,Mumbai, India,235000,11750,4.8,On-Time
SHP-2024-0309,Export,2024-11-06,Industrial Equipment,Mumbai, India,Singapore,96000,4800,3.2,Delayed
SHP-2024-0310,Import,2024-11-07,Textiles,Dhaka, Bangladesh,Mumbai, India,122000,6100,3.7,On-Time
SHP-2024-0311,Export,2024-11-08,Consumer Goods,Mumbai, India,Sydney, Australia,86000,4300,4.1,On-Time
SHP-2024-0312,Import,2024-11-09,Electronics,Taipei, Taiwan,Mumbai, India,265000,13250,5.0,On-Time
SHP-2024-0313,Export,2024-11-10,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,185000,9250,4.3,On-Time
SHP-2024-0314,Import,2024-11-11,Consumer Goods,Bangkok, Thailand,Mumbai, India,98000,4900,3.4,On-Time
SHP-2024-0315,Export,2024-11-12,Textiles,Mumbai, India,New York, USA,160000,8000,3.9,Delayed
SHP-2024-0316,Import,2024-11-13,Industrial Equipment,Genoa, Italy,Mumbai, India,245000,12250,5.5,On-Time
SHP-2024-0317,Export,2024-11-14,Electronics,Mumbai, India,Los Angeles, USA,205000,10250,4.0,On-Time
SHP-2024-0318,Import,2024-11-15,Textiles,Istanbul, Turkey,Mumbai, India,112000,5600,4.2,On-Time
SHP-2024-0319,Export,2024-11-16,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,63000,3150,2.9,On-Time
SHP-2024-0320,Import,2024-11-17,Electronics,San Francisco, USA,Mumbai, India,275000,13750,5.1,On-Time
SHP-2024-0321,Export,2024-11-18,Industrial Equipment,Mumbai, India,Durban, South Africa,128000,6400,4.6,Delayed
SHP-2024-0322,Import,2024-11-19,Consumer Goods,Jakarta, Indonesia,Mumbai, India,71000,3550,3.6,On-Time
SHP-2024-0323,Export,2024-11-20,Textiles,Mumbai, India,Lagos, Nigeria,90000,4500,4.4,On-Time
SHP-2024-0324,Import,2024-11-21,Industrial Equipment,Yokohama, Japan,Mumbai, India,400000,20000,5.8,On-Time
SHP-2024-0325,Export,2024-11-22,Electronics,Mumbai, India,Mexico City, Mexico,155000,7750,4.9,On-Time
SHP-2024-0326,Import,2024-11-23,Consumer Goods,Manila, Philippines,Mumbai, India,63000,3150,3.8,On-Time
SHP-2024-0327,Export,2024-11-24,Textiles,Mumbai, India,Cairo, Egypt,73000,3650,3.3,Delayed
SHP-2024-0328,Import,2024-11-25,Electronics,Helsinki, Finland,Mumbai, India,210000,10500,4.7,On-Time
SHP-2024-0329,Export,2024-11-26,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,96000,4800,5.3,On-Time
SHP-2024-0330,Import,2024-11-27,Industrial Equipment,Busan, South Korea,Mumbai, India,335000,16750,5.6,On-Time
SHP-2024-0331,Export,2024-11-28,Electronics,Mumbai, India,New York, USA,119000,5950,3.2,On-Time
SHP-2024-0332,Import,2024-11-29,Textiles,Shanghai, China,Mumbai, India,175000,8750,4.6,On-Time
SHP-2024-0333,Export,2024-11-30,Consumer Goods,Mumbai, India,London, UK,68000,3400,2.9,Delayed
SHP-2024-0334,Import,2024-12-01,Industrial Equipment,Hamburg, Germany,Mumbai, India,315000,15750,5.3,On-Time
SHP-2024-0335,Export,2024-12-02,Electronics,Mumbai, India,Tokyo, Japan,138000,6900,3.6,On-Time
SHP-2024-0336,Import,2024-12-03,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,85000,4250,3.1,On-Time
SHP-2024-0337,Export,2024-12-04,Textiles,Mumbai, India,Dubai, UAE,109000,5450,2.6,On-Time
SHP-2024-0338,Import,2024-12-05,Electronics,Seoul, South Korea,Mumbai, India,240000,12000,4.9,On-Time
SHP-2024-0339,Export,2024-12-06,Industrial Equipment,Mumbai, India,Singapore,99000,4950,3.3,On-Time
SHP-2024-0340,Import,2024-12-07,Textiles,Dhaka, Bangladesh,Mumbai, India,125000,6250,3.8,Delayed
SHP-2024-0341,Export,2024-12-08,Consumer Goods,Mumbai, India,Sydney, Australia,89000,4450,4.2,On-Time
SHP-2024-0342,Import,2024-12-09,Electronics,Taipei, Taiwan,Mumbai, India,270000,13500,5.1,On-Time
SHP-2024-0343,Export,2024-12-10,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,190000,9500,4.4,On-Time
SHP-2024-0344,Import,2024-12-11,Consumer Goods,Bangkok, Thailand,Mumbai, India,101000,5050,3.5,On-Time
SHP-2024-0345,Export,2024-12-12,Textiles,Mumbai, India,New York, USA,165000,8250,4.0,On-Time
SHP-2024-0346,Import,2024-12-13,Industrial Equipment,Genoa, Italy,Mumbai, India,250000,12500,5.6,Delayed
SHP-2024-0347,Export,2024-12-14,Electronics,Mumbai, India,Los Angeles, USA,210000,10500,4.1,On-Time
SHP-2024-0348,Import,2024-12-15,Textiles,Istanbul, Turkey,Mumbai, India,115000,5750,4.3,On-Time
SHP-2024-0349,Export,2024-12-16,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,65000,3250,3.0,On-Time
SHP-2024-0350,Import,2024-12-17,Electronics,San Francisco, USA,Mumbai, India,280000,14000,5.2,On-Time
SHP-2024-0351,Export,2024-12-18,Industrial Equipment,Mumbai, India,Durban, South Africa,132000,6600,4.7,On-Time
SHP-2024-0352,Import,2024-12-19,Consumer Goods,Jakarta, Indonesia,Mumbai, India,73000,3650,3.7,Delayed
SHP-2024-0353,Export,2024-12-20,Textiles,Mumbai, India,Lagos, Nigeria,93000,4650,4.5,On-Time
SHP-2024-0354,Import,2024-12-21,Industrial Equipment,Yokohama, Japan,Mumbai, India,410000,20500,5.9,On-Time
SHP-2024-0355,Export,2024-12-22,Electronics,Mumbai, India,Mexico City, Mexico,158000,7900,5.0,On-Time
SHP-2024-0356,Import,2024-12-23,Consumer Goods,Manila, Philippines,Mumbai, India,65000,3250,3.9,On-Time
SHP-2024-0357,Export,2024-12-24,Textiles,Mumbai, India,Cairo, Egypt,75000,3750,3.4,On-Time
SHP-2024-0358,Import,2024-12-25,Electronics,Helsinki, Finland,Mumbai, India,215000,10750,4.8,Delayed
SHP-2024-0359,Export,2024-12-26,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,99000,4950,5.4,On-Time
SHP-2024-0360,Import,2024-12-27,Industrial Equipment,Busan, South Korea,Mumbai, India,340000,17000,5.7,On-Time
SHP-2024-0361,Export,2024-12-28,Electronics,Mumbai, India,New York, USA,122000,6100,3.3,On-Time
SHP-2024-0362,Import,2024-12-29,Textiles,Shanghai, China,Mumbai, India,180000,9000,4.7,On-Time
SHP-2024-0363,Export,2024-12-30,Consumer Goods,Mumbai, India,London, UK,70000,3500,3.0,On-Time
SHP-2024-0364,Import,2024-12-31,Industrial Equipment,Hamburg, Germany,Mumbai, India,320000,16000,5.4,Delayed
SHP-2025-0001,Export,2025-01-02,Electronics,Mumbai, India,New York, USA,86500,4325,2.1,On-Time
SHP-2025-0002,Import,2025-01-03,Textiles,Shanghai, China,Mumbai, India,122000,6100,3.5,On-Time
SHP-2025-0003,Export,2025-01-04,Consumer Goods,Mumbai, India,London, UK,46500,2325,1.8,On-Time
SHP-2025-0004,Import,2025-01-05,Industrial Equipment,Hamburg, Germany,Mumbai, India,255000,12750,4.2,Delayed
SHP-2025-0005,Export,2025-01-06,Electronics,Mumbai, India,Tokyo, Japan,97000,4850,2.5,On-Time
SHP-2025-0006,Import,2025-01-07,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,61500,3075,2.0,On-Time
SHP-2025-0007,Export,2025-01-08,Textiles,Mumbai, India,Dubai, UAE,76500,3825,1.5,On-Time
SHP-2025-0008,Import,2025-01-09,Electronics,Seoul, South Korea,Mumbai, India,183000,9150,3.8,On-Time
SHP-2025-0009,Export,2025-01-10,Industrial Equipment,Mumbai, India,Singapore,66500,3325,2.2,On-Time
SHP-2025-0010,Import,2025-01-11,Textiles,Dhaka, Bangladesh,Mumbai, India,91500,4575,2.7,On-Time
SHP-2025-0011,Export,2025-01-12,Consumer Goods,Mumbai, India,Sydney, Australia,56500,2825,3.1,Delayed
SHP-2025-0012,Import,2025-01-13,Electronics,Taipei, Taiwan,Mumbai, India,214000,10700,4.0,On-Time
SHP-2025-0013,Export,2025-01-14,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,133000,6650,3.3,On-Time
SHP-2025-0014,Import,2025-01-15,Consumer Goods,Bangkok, Thailand,Mumbai, India,71500,3575,2.4,On-Time
SHP-2025-0015,Export,2025-01-16,Textiles,Mumbai, India,New York, USA,112000,5600,2.9,On-Time
SHP-2025-0016,Import,2025-01-17,Industrial Equipment,Genoa, Italy,Mumbai, India,194000,9700,4.5,On-Time
SHP-2025-0017,Export,2025-01-18,Electronics,Mumbai, India,Los Angeles, USA,153000,7650,3.0,On-Time
SHP-2025-0018,Import,2025-01-19,Textiles,Istanbul, Turkey,Mumbai, India,81500,4075,3.2,Delayed
SHP-2025-0019,Export,2025-01-20,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,36500,1825,1.9,On-Time
SHP-2025-0020,Import,2025-01-21,Electronics,San Francisco, USA,Mumbai, India,224000,11200,4.1,On-Time
SHP-2025-0021,Export,2025-01-22,Industrial Equipment,Mumbai, India,Durban, South Africa,97000,4850,3.6,On-Time
SHP-2025-0022,Import,2025-01-23,Consumer Goods,Jakarta, Indonesia,Mumbai, India,49500,2475,2.6,On-Time
SHP-2025-0023,Export,2025-01-24,Textiles,Mumbai, India,Lagos, Nigeria,66500,3325,3.4,On-Time
SHP-2025-0024,Import,2025-01-25,Industrial Equipment,Yokohama, Japan,Mumbai, India,305000,15250,4.8,Delayed
SHP-2025-0025,Export,2025-01-26,Electronics,Mumbai, India,Mexico City, Mexico,122000,6100,3.9,On-Time
SHP-2025-0026,Import,2025-01-27,Consumer Goods,Manila, Philippines,Mumbai, India,41500,2075,2.8,On-Time
SHP-2025-0027,Export,2025-01-28,Textiles,Mumbai, India,Cairo, Egypt,51500,2575,2.3,On-Time
SHP-2025-0028,Import,2025-01-29,Electronics,Helsinki, Finland,Mumbai, India,163000,8150,3.7,On-Time
SHP-2025-0029,Export,2025-01-30,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,71500,3575,4.3,On-Time
SHP-2025-0030,Import,2025-01-31,Industrial Equipment,Busan, South Korea,Mumbai, India,284000,14200,4.6,On-Time
SHP-2025-0031,Export,2025-02-01,Electronics,Mumbai, India,New York, USA,89500,4475,2.2,On-Time
SHP-2025-0032,Import,2025-02-02,Textiles,Shanghai, China,Mumbai, India,127000,6350,3.6,On-Time
SHP-2025-0033,Export,2025-02-03,Consumer Goods,Mumbai, India,London, UK,48500,2425,1.9,Delayed
SHP-2025-0034,Import,2025-02-04,Industrial Equipment,Hamburg, Germany,Mumbai, India,265000,13250,4.3,On-Time
SHP-2025-0035,Export,2025-02-05,Electronics,Mumbai, India,Tokyo, Japan,101000,5050,2.6,On-Time
SHP-2025-0036,Import,2025-02-06,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,64500,3225,2.1,On-Time
SHP-2025-0037,Export,2025-02-07,Textiles,Mumbai, India,Dubai, UAE,80500,4025,1.6,On-Time
SHP-2025-0038,Import,2025-02-08,Electronics,Seoul, South Korea,Mumbai, India,190000,9500,3.9,On-Time
SHP-2025-0039,Export,2025-02-09,Industrial Equipment,Mumbai, India,Singapore,70500,3525,2.3,Delayed
SHP-2025-0040,Import,2025-02-10,Textiles,Dhaka, Bangladesh,Mumbai, India,95500,4775,2.8,On-Time
SHP-2025-0041,Export,2025-02-11,Consumer Goods,Mumbai, India,Sydney, Australia,60500,3025,3.2,On-Time
SHP-2025-0042,Import,2025-02-12,Electronics,Taipei, Taiwan,Mumbai, India,222000,11100,4.1,On-Time
SHP-2025-0043,Export,2025-02-13,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,141000,7050,3.4,On-Time
SHP-2025-0044,Import,2025-02-14,Consumer Goods,Bangkok, Thailand,Mumbai, India,75500,3775,2.5,On-Time
SHP-2025-0045,Export,2025-02-15,Textiles,Mumbai, India,New York, USA,117000,5850,3.0,Delayed
SHP-2025-0046,Import,2025-02-16,Industrial Equipment,Genoa, Italy,Mumbai, India,202000,10100,4.6,On-Time
SHP-2025-0047,Export,2025-02-17,Electronics,Mumbai, India,Los Angeles, USA,161000,8050,3.1,On-Time
SHP-2025-0048,Import,2025-02-18,Textiles,Istanbul, Turkey,Mumbai, India,85500,4275,3.3,On-Time
SHP-2025-0049,Export,2025-02-19,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,40500,2025,2.0,On-Time
SHP-2025-0050,Import,2025-02-20,Electronics,San Francisco, USA,Mumbai, India,232000,11600,4.2,On-Time
SHP-2025-0051,Export,2025-02-21,Industrial Equipment,Mumbai, India,Durban, South Africa,100000,5000,3.7,On-Time
SHP-2025-0052,Import,2025-02-22,Consumer Goods,Jakarta, Indonesia,Mumbai, India,52500,2625,2.7,On-Time
SHP-2025-0053,Export,2025-02-23,Textiles,Mumbai, India,Lagos, Nigeria,69500,3475,3.5,Delayed
SHP-2025-0054,Import,2025-02-24,Industrial Equipment,Yokohama, Japan,Mumbai, India,315000,15750,4.9,On-Time
SHP-2025-0055,Export,2025-02-25,Electronics,Mumbai, India,Mexico City, Mexico,126000,6300,4.0,On-Time
SHP-2025-0056,Import,2025-02-26,Consumer Goods,Manila, Philippines,Mumbai, India,44500,2225,2.9,On-Time
SHP-2025-0057,Export,2025-02-27,Textiles,Mumbai, India,Cairo, Egypt,54500,2725,2.4,On-Time
SHP-2025-0058,Import,2025-02-28,Electronics,Helsinki, Finland,Mumbai, India,168000,8400,3.8,On-Time
SHP-2025-0059,Export,2025-03-01,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,74500,3725,4.4,Delayed
SHP-2025-0060,Import,2025-03-02,Industrial Equipment,Busan, South Korea,Mumbai, India,292000,14600,4.7,On-Time
SHP-2025-0061,Export,2025-03-03,Electronics,Mumbai, India,New York, USA,93500,4675,2.3,On-Time
SHP-2025-0062,Import,2025-03-04,Textiles,Shanghai, China,Mumbai, India,132000,6600,3.7,On-Time
SHP-2025-0063,Export,2025-03-05,Consumer Goods,Mumbai, India,London, UK,51500,2575,2.0,On-Time
SHP-2025-0064,Import,2025-03-06,Industrial Equipment,Hamburg, Germany,Mumbai, India,275000,13750,4.4,On-Time
SHP-2025-0065,Export,2025-03-07,Electronics,Mumbai, India,Tokyo, Japan,107000,5350,2.7,On-Time
SHP-2025-0066,Import,2025-03-08,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,67500,3375,2.2,Delayed
SHP-2025-0067,Export,2025-03-09,Textiles,Mumbai, India,Dubai, UAE,84500,4225,1.7,On-Time
SHP-2025-0068,Import,2025-03-10,Electronics,Seoul, South Korea,Mumbai, India,198000,9900,4.0,On-Time
SHP-2025-0069,Export,2025-03-11,Industrial Equipment,Mumbai, India,Singapore,73500,3675,2.4,On-Time
SHP-2025-0070,Import,2025-03-12,Textiles,Dhaka, Bangladesh,Mumbai, India,99500,4975,2.9,On-Time
SHP-2025-0071,Export,2025-03-13,Consumer Goods,Mumbai, India,Sydney, Australia,63500,3175,3.3,On-Time
SHP-2025-0072,Import,2025-03-14,Electronics,Taipei, Taiwan,Mumbai, India,229000,11450,4.2,Delayed
SHP-2025-0073,Export,2025-03-15,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,148000,7400,3.5,On-Time
SHP-2025-0074,Import,2025-03-16,Consumer Goods,Bangkok, Thailand,Mumbai, India,79500,3975,2.6,On-Time
SHP-2025-0075,Export,2025-03-17,Textiles,Mumbai, India,New York, USA,122000,6100,3.1,On-Time
SHP-2025-0076,Import,2025-03-18,Industrial Equipment,Genoa, Italy,Mumbai, India,209000,10450,4.7,On-Time
SHP-2025-0077,Export,2025-03-19,Electronics,Mumbai, India,Los Angeles, USA,168000,8400,3.2,On-Time
SHP-2025-0078,Import,2025-03-20,Textiles,Istanbul, Turkey,Mumbai, India,89500,4475,3.4,On-Time
SHP-2025-0079,Export,2025-03-21,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,43500,2175,2.1,Delayed
SHP-2025-0080,Import,2025-03-22,Electronics,San Francisco, USA,Mumbai, India,239000,11950,4.3,On-Time
SHP-2025-0081,Export,2025-03-23,Industrial Equipment,Mumbai, India,Durban, South Africa,104000,5200,3.8,On-Time
SHP-2025-0082,Import,2025-03-24,Consumer Goods,Jakarta, Indonesia,Mumbai, India,55500,2775,2.8,On-Time
SHP-2025-0083,Export,2025-03-25,Textiles,Mumbai, India,Lagos, Nigeria,72500,3625,3.6,On-Time
SHP-2025-0084,Import,2025-03-26,Industrial Equipment,Yokohama, Japan,Mumbai, India,325000,16250,5.0,On-Time
SHP-2025-0085,Export,2025-03-27,Electronics,Mumbai, India,Mexico City, Mexico,130000,6500,4.1,Delayed
SHP-2025-0086,Import,2025-03-28,Consumer Goods,Manila, Philippines,Mumbai, India,47500,2375,3.0,On-Time
SHP-2025-0087,Export,2025-03-29,Textiles,Mumbai, India,Cairo, Egypt,57500,2875,2.5,On-Time
SHP-2025-0088,Import,2025-03-30,Electronics,Helsinki, Finland,Mumbai, India,173000,8650,3.9,On-Time
SHP-2025-0089,Export,2025-03-31,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,77500,3875,4.5,On-Time
SHP-2025-0090,Import,2025-04-01,Industrial Equipment,Busan, South Korea,Mumbai, India,299000,14950,4.8,On-Time
SHP-2025-0091,Export,2025-04-02,Electronics,Mumbai, India,New York, USA,96500,4825,2.4,On-Time
SHP-2025-0092,Import,2025-04-03,Textiles,Shanghai, China,Mumbai, India,137000,6850,3.8,Delayed
SHP-2025-0093,Export,2025-04-04,Consumer Goods,Mumbai, India,London, UK,53500,2675,2.1,On-Time
SHP-2025-0094,Import,2025-04-05,Industrial Equipment,Hamburg, Germany,Mumbai, India,279000,13950,4.5,On-Time
SHP-2025-0095,Export,2025-04-06,Electronics,Mumbai, India,Tokyo, Japan,112000,5600,2.8,On-Time
SHP-2025-0096,Import,2025-04-07,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,69500,3475,2.3,On-Time
SHP-2025-0097,Export,2025-04-08,Textiles,Mumbai, India,Dubai, UAE,87500,4375,1.8,On-Time
SHP-2025-0098,Import,2025-04-09,Electronics,Seoul, South Korea,Mumbai, India,203000,10150,4.1,Delayed
SHP-2025-0099,Export,2025-04-10,Industrial Equipment,Mumbai, India,Singapore,76500,3825,2.5,On-Time
SHP-2025-0100,Import,2025-04-11,Textiles,Dhaka, Bangladesh,Mumbai, India,101000,5050,3.0,On-Time
SHP-2025-0101,Export,2025-04-12,Consumer Goods,Mumbai, India,Sydney, Australia,66500,3325,3.4,On-Time
