timestamp,device_id,location,temperature,humidity,vibration_level,inventory_status,stock_quantity,order_id,order_placed_date,expected_delivery_date,actual_delivery_date,supplier_id,supplier_rating,logistics_partner,shipment_status,social_media_feed,news_alert,weather_condition,system_log_message,manual_risk_label
2024-08-20 01:52:12,sensor_13,Warehouse_A,22.61,59.58,1.77,low,23,ORD9475,2024-08-12 01:52:12,2024-08-21 01:52:12,2024-08-21 01:52:12,SUP_176,4.3,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-09-05 05:30:35,sensor_44,Warehouse_A,10.38,62.48,0.07,in-stock,115,ORD1417,2024-08-21 05:30:35,2024-09-09 05:30:35,2024-09-06 05:30:35,SUP_137,1.15,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-11-10 06:16:12,sensor_25,Hub_C,26.74,45.13,0.0,in-stock,248,ORD1578,2024-10-27 06:16:12,2024-11-15 06:16:12,2024-11-10 06:16:12,SUP_124,2.45,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-06-21 17:09:01,sensor_44,Hub_C,20.67,56.46,0.34,in-stock,84,ORD8794,2024-06-06 17:09:01,2024-06-24 17:09:01,2024-06-22 17:09:01,SUP_164,1.92,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-03-09 14:29:52,sensor_12,Port_B,31.09,58.21,2.83,in-stock,342,ORD2599,2025-02-25 14:29:52,2025-03-11 14:29:52,2025-03-11 14:29:52,SUP_194,4.58,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-03-10 05:06:19,sensor_49,Warehouse_A,22.15,57.34,0.48,in-stock,184,ORD6499,2025-02-23 05:06:19,2025-03-11 05:06:19,2025-03-11 05:06:19,SUP_128,4.61,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-08-26 12:29:03,sensor_27,Port_B,22.01,64.22,1.34,in-stock,240,ORD7089,2024-08-17 12:29:03,2024-08-31 12:29:03,2024-08-27 12:29:03,SUP_137,2.66,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-12-31 11:26:14,sensor_4,Hub_C,25.67,32.51,0.47,in-stock,479,ORD2166,2024-12-19 11:26:14,2025-01-02 11:26:14,2024-12-31 11:26:14,SUP_164,2.06,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-23 10:49:47,sensor_34,Port_B,17.06,57.93,1.88,in-stock,404,ORD7768,2024-10-18 10:49:47,2024-10-25 10:49:47,2024-10-25 10:49:47,SUP_117,4.12,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-11-13 19:53:19,sensor_37,Port_B,20.76,55.39,5.39,in-stock,382,ORD3346,2024-11-03 19:53:19,2024-11-15 19:53:19,2024-11-18 19:53:19,SUP_199,3.79,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-09-15 08:39:44,sensor_41,Warehouse_A,23.4,67.95,3.81,in-stock,406,ORD6134,2024-08-31 08:39:44,2024-09-16 08:39:44,2024-09-15 08:39:44,SUP_100,4.4,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-06-11 15:10:12,sensor_49,Warehouse_A,23.98,49.32,0.08,in-stock,72,ORD3595,2024-05-30 15:10:12,2024-06-12 15:10:12,2024-06-12 15:10:12,SUP_116,2.34,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-11-29 12:46:38,sensor_26,Port_B,30.29,59.38,1.24,in-stock,182,ORD8821,2024-11-18 12:46:38,2024-11-30 12:46:38,2024-12-01 12:46:38,SUP_104,2.25,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-16 19:06:51,sensor_1,Port_B,31.46,16.13,0.73,in-stock,451,ORD9700,2024-10-08 19:06:51,2024-10-17 19:06:51,2024-10-17 19:06:51,SUP_186,1.1,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-12 06:23:57,sensor_15,Hub_C,17.41,46.43,1.83,in-stock,338,ORD6641,2024-07-03 06:23:57,2024-07-14 06:23:57,2024-07-15 06:23:57,SUP_113,3.14,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-04-02 05:37:01,sensor_20,Warehouse_A,13.34,63.5,0.55,in-stock,335,ORD2069,2025-03-28 05:37:01,2025-04-05 05:37:01,2025-04-12 05:37:01,SUP_137,1.72,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-08 02:52:44,sensor_39,Hub_C,26.22,63.87,0.76,in-stock,378,ORD6535,2025-01-28 02:52:44,2025-02-10 02:52:44,2025-02-18 02:52:44,SUP_143,4.24,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-26 08:30:57,sensor_11,Port_B,30.27,64.94,0.57,low,21,ORD1313,2024-05-18 08:30:57,2024-05-28 08:30:57,2024-05-29 08:30:57,SUP_193,4.19,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-01-18 00:29:34,sensor_38,Hub_C,28.42,36.34,1.27,in-stock,271,ORD3768,2024-01-12 00:29:34,2024-01-21 00:29:34,2024-02-07 00:29:34,SUP_191,3.51,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-07-17 16:15:20,sensor_50,Hub_C,21.69,45.04,0.31,low,11,ORD1796,2024-07-03 16:15:20,2024-07-18 16:15:20,2024-07-17 16:15:20,SUP_184,2.23,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-01-16 08:00:47,sensor_4,Hub_C,31.25,34.85,0.61,in-stock,56,ORD2897,2024-01-05 08:00:47,2024-01-20 08:00:47,2024-01-26 08:00:47,SUP_148,3.42,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-15 07:22:59,sensor_31,Hub_C,21.36,37.22,0.13,in-stock,488,ORD3508,2024-07-07 07:22:59,2024-07-16 07:22:59,2024-07-18 07:22:59,SUP_138,2.33,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-03-19 10:24:02,sensor_43,Hub_C,24.22,44.52,4.34,in-stock,140,ORD5423,2024-03-05 10:24:02,2024-03-24 10:24:02,2024-03-24 10:24:02,SUP_189,3.93,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-03-22 11:44:35,sensor_33,Hub_C,26.32,46.4,2.31,in-stock,476,ORD2928,2024-03-13 11:44:35,2024-03-23 11:44:35,2024-03-22 11:44:35,SUP_113,2.11,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-04-18 00:36:59,sensor_13,Port_B,22.46,33.32,5.9,in-stock,217,ORD9571,2025-04-10 00:36:59,2025-04-21 00:36:59,2025-04-19 00:36:59,SUP_190,4.91,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-04 13:34:50,sensor_3,Hub_C,25.57,40.61,5.79,in-stock,168,ORD9132,2024-04-26 13:34:50,2024-05-08 13:34:50,2024-05-07 13:34:50,SUP_142,3.82,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-01-10 21:39:57,sensor_43,Warehouse_A,15.77,40.7,0.76,in-stock,386,ORD2809,2023-12-27 21:39:57,2024-01-14 21:39:57,2024-01-10 21:39:57,SUP_119,2.93,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-28 07:00:00,sensor_47,Hub_C,20.39,39.96,1.6,low,21,ORD2659,2024-02-19 07:00:00,2024-03-01 07:00:00,2024-02-28 07:00:00,SUP_158,3.38,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-12-26 14:45:26,sensor_4,Warehouse_A,24.42,42.77,1.79,in-stock,402,ORD3862,2024-12-21 14:45:26,2024-12-29 14:45:26,2024-12-28 14:45:26,SUP_146,3.59,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-03-31 00:33:08,sensor_7,Warehouse_A,30.95,60.14,1.41,in-stock,232,ORD1158,2024-03-24 00:33:08,2024-04-02 00:33:08,2024-04-02 00:33:08,SUP_142,2.0,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-04-27 23:19:23,sensor_18,Hub_C,24.33,39.93,1.42,in-stock,314,ORD2522,2025-04-17 23:19:23,2025-04-30 23:19:23,2025-04-30 23:19:23,SUP_123,4.53,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-11-06 21:12:17,sensor_30,Port_B,26.95,36.74,1.81,low,24,ORD7319,2024-10-25 21:12:17,2024-11-10 21:12:17,2024-11-06 21:12:17,SUP_183,3.51,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-04-12 22:11:41,sensor_45,Hub_C,28.11,48.37,1.17,in-stock,82,ORD1960,2024-04-05 22:11:41,2024-04-13 22:11:41,2024-05-02 22:11:41,SUP_153,2.6,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-12-06 07:56:48,sensor_12,Hub_C,23.07,54.2,1.67,in-stock,175,ORD7221,2024-11-26 07:56:48,2024-12-11 07:56:48,2024-12-09 07:56:48,SUP_103,2.99,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-01-14 03:16:05,sensor_8,Port_B,20.83,61.71,3.31,in-stock,340,ORD8220,2025-01-09 03:16:05,2025-01-15 03:16:05,2025-01-29 03:16:05,SUP_133,2.74,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-11 15:18:53,sensor_50,Hub_C,22.82,33.93,1.93,in-stock,409,ORD4669,2025-01-27 15:18:53,2025-02-14 15:18:53,2025-03-03 15:18:53,SUP_166,1.92,DHL,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-12 01:48:39,sensor_31,Port_B,34.83,55.4,1.81,in-stock,492,ORD7305,2024-07-05 01:48:39,2024-07-17 01:48:39,2024-07-12 01:48:39,SUP_178,1.8,DHL,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-01 21:20:17,sensor_33,Port_B,26.8,55.68,0.02,in-stock,62,ORD9123,2024-04-24 21:20:17,2024-05-02 21:20:17,2024-05-02 21:20:17,SUP_196,1.06,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-07-06 02:32:56,sensor_22,Port_B,20.13,31.23,0.36,in-stock,160,ORD1824,2024-06-23 02:32:56,2024-07-08 02:32:56,2024-07-09 02:32:56,SUP_170,1.32,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-01 12:43:03,sensor_6,Port_B,27.5,54.72,4.05,in-stock,76,ORD8277,2024-06-17 12:43:03,2024-07-05 12:43:03,2024-07-06 12:43:03,SUP_111,2.59,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-09-02 11:48:50,sensor_8,Port_B,16.62,50.93,6.59,in-stock,263,ORD1291,2024-08-27 11:48:50,2024-09-06 11:48:50,2024-09-02 11:48:50,SUP_152,2.48,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-03-02 11:56:36,sensor_1,Warehouse_A,25.77,57.66,1.16,in-stock,368,ORD5990,2025-02-17 11:56:36,2025-03-07 11:56:36,2025-03-12 11:56:36,SUP_126,4.66,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-10-09 05:11:40,sensor_4,Warehouse_A,22.9,63.63,3.1,in-stock,122,ORD8445,2024-09-29 05:11:40,2024-10-14 05:11:40,2024-10-12 05:11:40,SUP_198,2.71,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-10-09 04:18:04,sensor_46,Port_B,34.96,42.33,4.13,in-stock,91,ORD2868,2024-10-03 04:18:04,2024-10-11 04:18:04,2024-10-10 04:18:04,SUP_100,3.0,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-05-07 04:18:01,sensor_19,Hub_C,27.33,63.43,0.34,in-stock,213,ORD9552,2025-04-27 04:18:01,2025-05-08 04:18:01,2025-05-09 04:18:01,SUP_105,1.22,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-04-19 02:09:45,sensor_46,Hub_C,28.97,49.83,0.17,in-stock,310,ORD7704,2024-04-13 02:09:45,2024-04-22 02:09:45,2024-04-22 02:09:45,SUP_178,1.05,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-04-03 18:51:53,sensor_26,Warehouse_A,28.69,48.41,0.18,in-stock,412,ORD8488,2024-03-26 18:51:53,2024-04-06 18:51:53,2024-04-03 18:51:53,SUP_113,1.74,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-05-06 20:27:28,sensor_44,Hub_C,28.95,53.4,2.52,in-stock,83,ORD3018,2025-04-24 20:27:28,2025-05-10 20:27:28,2025-05-07 20:27:28,SUP_184,4.22,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-01-04 08:51:33,sensor_34,Hub_C,34.35,30.14,0.44,in-stock,60,ORD1795,2023-12-22 08:51:33,2024-01-08 08:51:33,2024-01-05 08:51:33,SUP_174,4.31,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-17 15:17:34,sensor_45,Hub_C,21.66,60.06,3.68,in-stock,351,ORD3845,2024-05-10 15:17:34,2024-05-18 15:17:34,2024-05-22 15:17:34,SUP_149,3.53,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-10-25 18:37:52,sensor_27,Hub_C,17.95,42.19,0.4,in-stock,368,ORD5067,2024-10-16 18:37:52,2024-10-29 18:37:52,2024-10-25 18:37:52,SUP_143,2.57,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-04-13 14:13:52,sensor_9,Port_B,25.88,79.85,0.32,in-stock,117,ORD9393,2024-04-04 14:13:52,2024-04-18 14:13:52,2024-04-18 14:13:52,SUP_140,4.54,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-06-11 21:19:40,sensor_40,Hub_C,22.45,29.26,0.8,in-stock,382,ORD5760,2024-05-27 21:19:40,2024-06-14 21:19:40,2024-06-13 21:19:40,SUP_186,1.64,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-18 02:40:08,sensor_33,Hub_C,20.06,55.35,1.78,in-stock,494,ORD6281,2024-05-12 02:40:08,2024-05-21 02:40:08,2024-05-19 02:40:08,SUP_171,2.72,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-03-19 05:28:00,sensor_43,Hub_C,28.1,54.11,1.14,in-stock,107,ORD7839,2025-03-04 05:28:00,2025-03-24 05:28:00,2025-03-21 05:28:00,SUP_136,1.65,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-02-10 00:23:35,sensor_7,Warehouse_A,21.45,37.41,0.17,in-stock,419,ORD7240,2025-02-03 00:23:35,2025-02-11 00:23:35,2025-02-10 00:23:35,SUP_185,1.85,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-26 08:50:08,sensor_49,Warehouse_A,20.51,44.9,0.42,in-stock,126,ORD5695,2024-07-11 08:50:08,2024-07-29 08:50:08,2024-07-26 08:50:08,SUP_118,1.88,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-08-17 05:49:08,sensor_14,Hub_C,25.56,54.45,1.22,in-stock,174,ORD1529,2024-08-07 05:49:08,2024-08-21 05:49:08,2024-08-22 05:49:08,SUP_113,4.49,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-03-11 22:50:29,sensor_25,Warehouse_A,20.77,67.2,2.1,in-stock,412,ORD9370,2025-03-02 22:50:29,2025-03-12 22:50:29,2025-03-13 22:50:29,SUP_148,2.65,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-30 20:17:33,sensor_36,Warehouse_A,26.64,59.24,1.14,in-stock,204,ORD1212,2024-08-21 20:17:33,2024-09-01 20:17:33,2024-09-02 20:17:33,SUP_179,2.98,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-05-07 06:40:25,sensor_46,Hub_C,24.49,57.24,5.9,low,16,ORD7025,2025-04-23 06:40:25,2025-05-12 06:40:25,2025-05-07 06:40:25,SUP_194,2.57,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-30 07:03:31,sensor_19,Port_B,24.34,51.77,1.06,in-stock,308,ORD3906,2024-05-15 07:03:31,2024-05-31 07:03:31,2024-06-04 07:03:31,SUP_123,3.45,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-02-03 02:47:58,sensor_8,Port_B,27.09,58.64,0.79,low,28,ORD1665,2025-01-23 02:47:58,2025-02-06 02:47:58,2025-02-05 02:47:58,SUP_171,3.75,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-04 23:55:52,sensor_38,Port_B,26.4,67.59,2.71,in-stock,85,ORD1092,2024-04-24 23:55:52,2024-05-08 23:55:52,2024-05-09 23:55:52,SUP_190,2.94,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-04-29 09:14:19,sensor_21,Hub_C,30.48,43.74,0.9,in-stock,338,ORD1833,2024-04-14 09:14:19,2024-05-04 09:14:19,2024-05-04 09:14:19,SUP_184,2.62,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-20 19:28:22,sensor_36,Port_B,23.37,49.9,0.79,in-stock,56,ORD2194,2025-03-10 19:28:22,2025-03-25 19:28:22,2025-03-25 19:28:22,SUP_128,4.61,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-22 22:54:05,sensor_33,Warehouse_A,23.62,59.41,1.17,in-stock,291,ORD7814,2024-02-09 22:54:05,2024-02-27 22:54:05,2024-02-27 22:54:05,SUP_151,3.18,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-06-20 19:25:51,sensor_14,Hub_C,24.82,53.56,1.08,in-stock,334,ORD6437,2024-06-10 19:25:51,2024-06-23 19:25:51,2024-06-20 19:25:51,SUP_137,4.77,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-02-16 01:12:58,sensor_31,Hub_C,24.66,44.29,0.11,in-stock,205,ORD1144,2025-02-10 01:12:58,2025-02-19 01:12:58,2025-02-17 01:12:58,SUP_157,1.27,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-04-21 16:13:03,sensor_40,Warehouse_A,21.98,27.94,1.92,in-stock,121,ORD1653,2025-04-06 16:13:03,2025-04-24 16:13:03,2025-04-22 16:13:03,SUP_148,4.72,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-07-18 07:11:40,sensor_35,Hub_C,30.55,45.95,2.77,in-stock,392,ORD5633,2024-07-13 07:11:40,2024-07-23 07:11:40,2024-07-18 07:11:40,SUP_198,4.22,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-01-30 03:31:07,sensor_29,Port_B,26.34,65.13,0.1,in-stock,135,ORD1718,2025-01-21 03:31:07,2025-02-01 03:31:07,2025-01-31 03:31:07,SUP_141,3.19,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-10 00:27:55,sensor_50,Hub_C,14.17,53.05,1.7,in-stock,499,ORD9736,2024-05-05 00:27:55,2024-05-11 00:27:55,2024-05-10 00:27:55,SUP_126,3.68,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-11-25 11:50:14,sensor_7,Warehouse_A,32.02,56.98,0.28,in-stock,264,ORD9810,2024-11-14 11:50:14,2024-11-26 11:50:14,2024-11-26 11:50:14,SUP_195,2.56,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-12-22 16:34:43,sensor_46,Port_B,22.56,43.11,1.39,in-stock,276,ORD1620,2024-12-16 16:34:43,2024-12-23 16:34:43,2024-12-25 16:34:43,SUP_106,4.56,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-09 11:26:37,sensor_5,Hub_C,34.32,61.1,0.26,in-stock,169,ORD4729,2025-02-28 11:26:37,2025-03-13 11:26:37,2025-03-10 11:26:37,SUP_149,3.85,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-11-10 03:27:27,sensor_28,Port_B,31.85,32.39,0.31,in-stock,236,ORD1276,2024-10-30 03:27:27,2024-11-11 03:27:27,2024-11-10 03:27:27,SUP_168,2.7,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-04-25 06:52:03,sensor_5,Hub_C,25.08,59.02,0.31,in-stock,80,ORD1745,2025-04-19 06:52:03,2025-04-28 06:52:03,2025-04-27 06:52:03,SUP_164,1.53,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-22 01:35:03,sensor_39,Warehouse_A,15.91,29.26,4.77,in-stock,368,ORD5612,2024-08-10 01:35:03,2024-08-26 01:35:03,2024-08-22 01:35:03,SUP_150,3.77,DHL,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-01 10:04:50,sensor_35,Warehouse_A,25.49,49.47,1.52,in-stock,128,ORD3234,2024-04-20 10:04:50,2024-05-06 10:04:50,2024-05-03 10:04:50,SUP_137,4.3,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-10-16 19:39:24,sensor_1,Hub_C,16.18,47.06,1.6,in-stock,390,ORD3316,2024-10-10 19:39:24,2024-10-17 19:39:24,2024-10-16 19:39:24,SUP_100,3.65,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-03-01 06:36:50,sensor_6,Port_B,27.76,56.26,2.15,in-stock,325,ORD4441,2025-02-19 06:36:50,2025-03-03 06:36:50,2025-03-06 06:36:50,SUP_152,4.09,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-22 21:52:22,sensor_15,Hub_C,21.79,54.55,0.37,in-stock,164,ORD5140,2024-05-14 21:52:22,2024-05-23 21:52:22,2024-05-22 21:52:22,SUP_123,1.13,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-12-24 06:36:23,sensor_42,Hub_C,23.34,54.92,1.22,in-stock,119,ORD2198,2024-12-15 06:36:23,2024-12-25 06:36:23,2025-01-03 06:36:23,SUP_132,4.14,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-03-26 23:05:14,sensor_32,Port_B,18.21,46.77,1.08,in-stock,254,ORD6851,2025-03-19 23:05:14,2025-03-28 23:05:14,2025-04-10 23:05:14,SUP_112,4.98,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-24 05:19:54,sensor_13,Port_B,26.68,53.16,0.43,in-stock,181,ORD8960,2024-02-12 05:19:54,2024-02-27 05:19:54,2024-02-27 05:19:54,SUP_178,4.87,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-03-29 17:43:00,sensor_10,Hub_C,37.25,38.24,0.54,in-stock,268,ORD6971,2025-03-19 17:43:00,2025-04-02 17:43:00,2025-03-29 17:43:00,SUP_121,1.09,DHL,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-10 05:02:13,sensor_15,Hub_C,31.07,44.02,1.25,in-stock,303,ORD8145,2024-07-01 05:02:13,2024-07-13 05:02:13,2024-07-11 05:02:13,SUP_117,1.06,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-12-25 12:07:08,sensor_29,Port_B,19.84,61.13,0.21,in-stock,255,ORD6004,2024-12-13 12:07:08,2024-12-30 12:07:08,2024-12-27 12:07:08,SUP_113,3.25,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-04-16 04:21:33,sensor_6,Port_B,29.83,53.31,1.33,low,24,ORD3293,2025-04-03 04:21:33,2025-04-18 04:21:33,2025-04-16 04:21:33,SUP_133,3.55,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-28 13:33:25,sensor_2,Hub_C,29.42,61.7,0.22,in-stock,152,ORD1511,2024-02-14 13:33:25,2024-03-04 13:33:25,2024-02-28 13:33:25,SUP_151,3.39,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-03-04 10:27:26,sensor_17,Hub_C,26.84,29.0,0.36,in-stock,50,ORD9842,2025-02-20 10:27:26,2025-03-06 10:27:26,2025-03-05 10:27:26,SUP_146,2.98,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-04-02 22:57:16,sensor_47,Port_B,24.4,61.25,4.22,low,13,ORD3193,2025-03-21 22:57:16,2025-04-07 22:57:16,2025-04-02 22:57:16,SUP_165,2.82,DHL,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-09 14:56:44,sensor_33,Warehouse_A,30.95,61.71,0.7,in-stock,470,ORD4913,2024-09-25 14:56:44,2024-10-11 14:56:44,2024-10-24 14:56:44,SUP_196,3.53,FedEx,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-03 16:07:15,sensor_12,Hub_C,25.79,45.14,5.49,in-stock,181,ORD3395,2024-04-21 16:07:15,2024-05-06 16:07:15,2024-05-03 16:07:15,SUP_105,1.62,FedEx,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-06-29 00:07:53,sensor_5,Port_B,31.15,66.85,0.3,in-stock,459,ORD7052,2024-06-21 00:07:53,2024-06-30 00:07:53,2024-06-29 00:07:53,SUP_185,3.32,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-07 14:12:48,sensor_25,Port_B,28.19,49.33,0.09,in-stock,433,ORD8448,2024-10-02 14:12:48,2024-10-08 14:12:48,2024-10-12 14:12:48,SUP_183,3.44,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-02-08 23:05:43,sensor_41,Port_B,29.23,55.0,2.44,in-stock,221,ORD5314,2025-01-25 23:05:43,2025-02-13 23:05:43,2025-02-23 23:05:43,SUP_172,3.56,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-10-21 00:05:47,sensor_24,Hub_C,30.92,53.0,1.54,in-stock,437,ORD2275,2024-10-08 00:05:47,2024-10-24 00:05:47,2024-10-23 00:05:47,SUP_148,3.37,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-11-11 05:26:49,sensor_23,Port_B,22.67,48.49,0.05,in-stock,295,ORD8976,2024-10-30 05:26:49,2024-11-16 05:26:49,2024-11-11 05:26:49,SUP_100,4.66,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-08 15:06:58,sensor_15,Warehouse_A,18.06,56.36,1.76,in-stock,234,ORD9430,2024-04-23 15:06:58,2024-05-11 15:06:58,2024-05-08 15:06:58,SUP_127,4.45,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-02 05:21:13,sensor_24,Hub_C,24.17,52.12,2.01,in-stock,87,ORD2938,2024-04-17 05:21:13,2024-05-04 05:21:13,2024-05-12 05:21:13,SUP_153,1.5,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-03-29 00:47:11,sensor_31,Hub_C,21.98,43.63,1.76,in-stock,222,ORD8844,2024-03-17 00:47:11,2024-03-31 00:47:11,2024-04-18 00:47:11,SUP_175,2.86,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
